,Unnamed: 0,Link,Type,Price,Condition,Is description,Picture count,Upload Date,Is Sold Day #1
193,193,https://www.yad2.co.il/item/zr4ckcos,כורסאות,"1,200 ₪",משומש,yes,6,2022-06-21,0
194,194,https://www.yad2.co.il/item/nm0dp96c,כורסאות,"3,500 ₪",לא רלוונטי,yes,0,2022-06-21,0
195,195,https://www.yad2.co.il/item/nbylnhab,ספות,"4,500 ₪",כמו חדש,yes,0,2022-06-21,0
196,196,https://www.yad2.co.il/item/k7627il8,ארונות,200 ₪,כמו חדש,yes,5,2022-06-21,0
197,197,https://www.yad2.co.il/item/hsk8gj6j,ספות,"1,000 ₪",משומש,yes,6,2022-06-21,0
198,198,https://www.yad2.co.il/item/oa34yubj,סלון,"3,500 ₪",כמו חדש,yes,7,2022-06-21,0
199,199,https://www.yad2.co.il/item/scx1igaz,ארונות,לא צוין מחיר,כמו חדש,yes,3,2022-06-21,0
200,200,https://www.yad2.co.il/item/z3nrzwt3,מזנון / ויטרינה,"1,100 ₪",משומש,yes,8,2022-06-21,0
201,201,https://www.yad2.co.il/item/j2ytxlne,סלון,"19,000 ₪",משומש,no,2,2022-06-21,0
202,202,https://www.yad2.co.il/item/wox6mzr7,ספות,"10,000 ₪",כמו חדש,yes,5,2022-06-21,0
203,203,https://www.yad2.co.il/item/9mq10d9x,פינת אוכל,"1,990 ₪",כמו חדש,yes,3,2022-06-21,0
204,204,https://www.yad2.co.il/item/82l7o470,סלון,"6,000 ₪",כמו חדש,yes,9,2022-06-21,0
205,205,https://www.yad2.co.il/item/y10jjsu3,שטיחים,200 ₪,כמו חדש,yes,0,2022-06-21,1
206,206,https://www.yad2.co.il/item/b6yd5a6v,ספות,"3,500 ₪",כמו חדש,yes,3,2022-06-21,0
207,207,https://www.yad2.co.il/item/kls55fdx,כורסאות טלויזיה,"1,500 ₪",כמו חדש,yes,3,2022-06-21,0
208,208,https://www.yad2.co.il/item/6y2hb4pm,מדפים,280 ₪,משומש,yes,2,2022-06-21,0
209,209,https://www.yad2.co.il/item/ujndx88x,מיטות,"2,000 ₪",משומש,yes,0,2022-06-21,0
210,210,https://www.yad2.co.il/item/325902,מטבח,"2,500 ₪",חדש באריזה,yes,5,2022-06-21,0
211,211,https://www.yad2.co.il/item/648690,מיטות,"2,380 ₪",חדש באריזה,yes,4,2022-06-21,0
212,212,https://www.yad2.co.il/item/qsw4d4mh,מיטות,"1,750 ₪",כמו חדש,yes,4,2022-06-21,0
213,213,https://www.yad2.co.il/item/mjb5ztns,ספריה,"11,000 ₪",משומש,yes,10,2022-06-21,0
214,214,https://www.yad2.co.il/item/z5oaj40l,שידות,500 ₪,משומש,yes,3,2022-06-21,0
215,215,https://www.yad2.co.il/item/zhmmn61x,ענתיקות,"5,000 ₪",כמו חדש,yes,5,2022-06-21,0
216,216,https://www.yad2.co.il/item/a7wa3xel,פינת אוכל,"3,500 ₪",כמו חדש,yes,6,2022-06-21,0
217,217,https://www.yad2.co.il/item/86w76g2l,פינת אוכל,"4,900 ₪",כמו חדש,yes,5,2022-06-21,0
218,218,https://www.yad2.co.il/item/16ew2br6,כסאות,800 ₪,כמו חדש,yes,4,2022-06-21,0
219,219,https://www.yad2.co.il/item/obbq8x8f,ספות,"2,150 ₪",כמו חדש,yes,3,2022-06-21,0
220,220,https://www.yad2.co.il/item/be65kb6m,מטבח,"13,500 ₪",חדש באריזה,yes,5,2022-06-21,0
221,221,https://www.yad2.co.il/item/two3thts,ספות,"4,500 ₪",כמו חדש,yes,3,2022-06-21,0
222,222,https://www.yad2.co.il/item/xlsah49z,מיטות,"2,800 ₪",כמו חדש,yes,4,2022-06-21,0
223,223,https://www.yad2.co.il/item/sjcwr4xo,מיטות,"1,800 ₪",כמו חדש,yes,4,2022-06-21,0
224,224,https://www.yad2.co.il/item/w8khfyzs,תכולת דירה,לא צוין מחיר,משומש,yes,10,2022-06-21,0
225,225,https://www.yad2.co.il/item/gqo2h340,ספות,600 ₪,כמו חדש,yes,0,2022-06-21,0
226,226,https://www.yad2.co.il/item/5w56m713,ספות,990 ₪,משומש,yes,3,2022-06-21,0
227,227,https://www.yad2.co.il/item/gnqot1xi,מראה,"5,500 ₪",כמו חדש,yes,4,2022-06-21,0
228,228,https://www.yad2.co.il/item/wqx4rkrz,פינת אוכל,"1,500 ₪",כמו חדש,yes,3,2022-06-21,0
229,229,https://www.yad2.co.il/item/2mbfmmn2,פינת אוכל,"3,000 ₪",כמו חדש,yes,5,2022-06-21,0
230,230,https://www.yad2.co.il/item/648690,מיטות,"2,380 ₪",חדש באריזה,yes,4,2022-06-21,0
231,231,https://www.yad2.co.il/item/v36cda7u,מטבח,לא צוין מחיר,משומש,yes,5,2022-06-21,0
232,232,https://www.yad2.co.il/item/pnnicqn7,סלון,"2,000 ₪",משומש,yes,5,2022-06-21,0
233,233,https://www.yad2.co.il/item/jh5omgql,ענתיקות,לא צוין מחיר,משומש,yes,10,2022-06-21,0
234,234,https://www.yad2.co.il/item/xcawluzg,סלון,"2,500 ₪",כמו חדש,yes,3,2022-06-21,0
235,235,https://www.yad2.co.il/item/fpbexo1b,פינת אוכל,"2,900 ₪",כמו חדש,yes,5,2022-06-21,0
236,236,https://www.yad2.co.il/item/o1llg3dg,סלון,"2,900 ₪",כמו חדש,yes,6,2022-06-21,0
237,237,https://www.yad2.co.il/item/3iwhvx39,ספות,"3,000 ₪",משומש,yes,3,2022-06-21,0
238,238,https://www.yad2.co.il/item/kncgi3sf,מזנון / ויטרינה,"4,000 ₪",משומש,yes,2,2022-06-21,0
239,239,https://www.yad2.co.il/item/bbcudb7n,חדרי שינה,"2,000 ₪",כמו חדש,yes,3,2022-06-21,0
240,240,https://www.yad2.co.il/item/50fynlq8,פינת אוכל,"1,500 ₪",כמו חדש,yes,6,2022-06-21,0
241,241,https://www.yad2.co.il/item/elnv3gih,ריהוט לחדרי ילדים,400 ₪,כמו חדש,yes,2,2022-06-21,0
242,242,https://www.yad2.co.il/item/la5o9x1u,ספות,"2,500 ₪",משומש,yes,2,2022-06-21,0
243,243,https://www.yad2.co.il/item/cj025urd,שולחנות,"2,900 ₪",כמו חדש,yes,3,2022-06-21,0
244,244,https://www.yad2.co.il/item/for84ajx,סלון,"1,700 ₪",כמו חדש,yes,5,2022-06-21,0
245,245,https://www.yad2.co.il/item/lyq21khz,ענתיקות,"1,900 ₪",לא רלוונטי,yes,4,2022-06-21,0
246,246,https://www.yad2.co.il/item/k1gwfnhn,שולחנות,600 ₪,משומש,yes,0,2022-06-21,0
247,247,https://www.yad2.co.il/item/3r8qpyxm,מיטות,"5,000 ₪",כמו חדש,yes,5,2022-06-21,0
248,248,https://www.yad2.co.il/item/t8n1ybsd,ספות,"2,300 ₪",כמו חדש,yes,0,2022-06-21,0
249,249,https://www.yad2.co.il/item/648690,מיטות,"2,380 ₪",חדש באריזה,yes,4,2022-06-21,0
250,250,https://www.yad2.co.il/item/840939,סלון,"2,990 ₪",חדש באריזה,yes,5,2022-06-21,0
251,251,https://www.yad2.co.il/item/v36cda7u,מטבח,לא צוין מחיר,משומש,yes,5,2022-06-21,0
252,252,https://www.yad2.co.il/item/caibrci4,ארונות,"8,200 ₪",כמו חדש,yes,6,2022-06-21,0
253,253,https://www.yad2.co.il/item/ux62t0w4,כורסאות,לא צוין מחיר,כמו חדש,yes,5,2022-06-21,0
254,254,https://www.yad2.co.il/item/iovrrohx,כורסאות,450 ₪,כמו חדש,yes,3,2022-06-21,0
255,255,https://www.yad2.co.il/item/c0pknnli,ריהוט משרדי,400 ₪,כמו חדש,yes,0,2022-06-21,0
256,256,https://www.yad2.co.il/item/b5d19gss,מיטות,500 ₪,משומש,yes,0,2022-06-21,0
257,257,https://www.yad2.co.il/item/euxv0ofv,ספות,"1,800 ₪",כמו חדש,yes,4,2022-06-21,0
258,258,https://www.yad2.co.il/item/1am0l3lv,פינת אוכל,"7,000 ₪",משומש,yes,2,2022-06-21,0
259,259,https://www.yad2.co.il/item/gr5zwfmy,מיטות,800 ₪,משומש,yes,2,2022-06-21,0
260,260,https://www.yad2.co.il/item/r5h85y0u,ענתיקות,"1,000 ₪",לא רלוונטי,yes,4,2022-06-21,0
261,261,https://www.yad2.co.il/item/0m2vyr92,שולחנות,"1,450 ₪",משומש,yes,5,2022-06-21,0
262,262,https://www.yad2.co.il/item/b51ccf3j,מיטות,350 ₪,משומש,yes,2,2022-06-21,0
263,263,https://www.yad2.co.il/item/zcnv669e,ריהוט לחדרי ילדים,"1,000 ₪",כמו חדש,yes,0,2022-06-21,0
264,264,https://www.yad2.co.il/item/la5o9x1u,ספות,"2,500 ₪",משומש,yes,2,2022-06-21,0
265,265,https://www.yad2.co.il/item/8pzz8wxy,כורסאות,"1,200 ₪",לא רלוונטי,yes,5,2022-06-21,0
266,266,https://www.yad2.co.il/item/x5w7hdqq,ארונות,600 ₪,כמו חדש,yes,5,2022-06-21,0
267,267,https://www.yad2.co.il/item/cakant35,שולחנות,650 ₪,כמו חדש,yes,3,2022-06-21,1
268,268,https://www.yad2.co.il/item/xvxgp78v,מיטות,"7,000 ₪",משומש,yes,3,2022-06-21,0
269,269,https://www.yad2.co.il/item/840939,סלון,"2,990 ₪",חדש באריזה,yes,5,2022-06-21,0
270,270,https://www.yad2.co.il/item/707302,מטבח,"2,500 ₪",חדש באריזה,yes,5,2022-06-21,0
271,271,https://www.yad2.co.il/item/578639,דלתות,"1,000 ₪",כמו חדש,yes,0,2022-06-21,0
272,272,https://www.yad2.co.il/item/vagqgdxp,ארונות,"1,000 ₪",כמו חדש,yes,2,2022-06-21,0
273,273,https://www.yad2.co.il/item/1h6dr71f,פינת אוכל,"2,000 ₪",משומש,yes,3,2022-06-21,0
274,274,https://www.yad2.co.il/item/mphoou2v,ריהוט לחדרי ילדים,840 ₪,כמו חדש,yes,2,2022-06-21,0
275,275,https://www.yad2.co.il/item/aw3i6dlk,מיטות,"2,400 ₪",כמו חדש,yes,3,2022-06-21,0
276,276,https://www.yad2.co.il/item/3s1aut5e,ריהוט לחדרי ילדים,200 ₪,משומש,yes,5,2022-06-21,0
277,277,https://www.yad2.co.il/item/sg31w7lb,כורסאות,"1,500 ₪",כמו חדש,yes,3,2022-06-21,0
278,278,https://www.yad2.co.il/item/kv4stywr,ספות,"1,000 ₪",כמו חדש,yes,4,2022-06-21,0
279,279,https://www.yad2.co.il/item/miydq94l,ריהוט משרדי,"15,000 ₪",כמו חדש,yes,6,2022-06-21,0
280,280,https://www.yad2.co.il/item/hr1qzn7j,מזרנים,"1,700 ₪",כמו חדש,yes,4,2022-06-21,0
281,281,https://www.yad2.co.il/item/hpanwv81,מיטות,500 ₪,כמו חדש,yes,0,2022-06-21,0
282,282,https://www.yad2.co.il/item/xhfrx306,ארונות,"3,500 ₪",כמו חדש,yes,3,2022-06-21,0
283,283,https://www.yad2.co.il/item/e4q8x3v5,אחר,"1,000 ₪",כמו חדש,yes,4,2022-06-21,0
284,284,https://www.yad2.co.il/item/hcf0swbq,סלון,750 ₪,משומש,yes,0,2022-06-21,0
285,285,https://www.yad2.co.il/item/s8xheqle,מיטות,"1,500 ₪",כמו חדש,yes,3,2022-06-21,0
286,286,https://www.yad2.co.il/item/qb6mkzgw,ריהוט לחדרי ילדים,"4,000 ₪",כמו חדש,yes,2,2022-06-21,0
287,287,https://www.yad2.co.il/item/5ktwu16p,מיטות,800 ₪,כמו חדש,yes,3,2022-06-21,0
288,288,https://www.yad2.co.il/item/tczyt6qg,דלתות,"1,100 ₪",כמו חדש,yes,3,2022-06-21,0
289,289,https://www.yad2.co.il/item/414231,סלון,"2,990 ₪",חדש באריזה,yes,4,2022-06-21,0
290,290,https://www.yad2.co.il/item/770630,סלון,"2,500 ₪",חדש באריזה,yes,5,2022-06-21,0
291,291,https://www.yad2.co.il/item/zo9xp98a,סלון,"2,000 ₪",משומש,yes,0,2022-06-21,0
292,292,https://www.yad2.co.il/item/owjbzgic,חדרי שינה,750 ₪,משומש,yes,6,2022-06-21,0
293,293,https://www.yad2.co.il/item/ucmfw0cj,מיטות,"1,800 ₪",כמו חדש,yes,6,2022-06-21,0
294,294,https://www.yad2.co.il/item/dho3dncy,שולחנות,700 ₪,משומש,yes,4,2022-06-21,0
295,295,https://www.yad2.co.il/item/f0q5ztcv,כורסאות,750 ₪,כמו חדש,yes,4,2022-06-21,0
296,296,https://www.yad2.co.il/item/vytraqu9,ספות,"2,000 ₪",כמו חדש,yes,7,2022-06-21,0
297,297,https://www.yad2.co.il/item/9stjoi3o,ארונות,"3,600 ₪",כמו חדש,yes,6,2022-06-21,0
298,298,https://www.yad2.co.il/item/ouer4xvv,שולחנות,"5,000 ₪",כמו חדש,yes,9,2022-06-21,0
299,299,https://www.yad2.co.il/item/xmuat9p7,מזנון / ויטרינה,"4,000 ₪",כמו חדש,yes,5,2022-06-21,0
300,300,https://www.yad2.co.il/item/bby9p2c2,מזנון / ויטרינה,"1,250 ₪",כמו חדש,yes,4,2022-06-21,0
301,301,https://www.yad2.co.il/item/ifc6g38c,ארונות,"7,000 ₪",כמו חדש,yes,0,2022-06-21,0
302,302,https://www.yad2.co.il/item/pxtuqbwf,פינת אוכל,"2,100 ₪",כמו חדש,yes,3,2022-06-21,0
303,303,https://www.yad2.co.il/item/qagbqnd7,מזרנים,"1,650 ₪",חדש באריזה,yes,5,2022-06-21,0
304,304,https://www.yad2.co.il/item/4e9tms8e,מטבח,"5,000 ₪",משומש,yes,7,2022-06-21,0
305,305,https://www.yad2.co.il/item/ns0wuwtb,מטבח,"5,000 ₪",כמו חדש,yes,5,2022-06-21,0
306,306,https://www.yad2.co.il/item/hovj29iz,מיטות,"1,800 ₪",כמו חדש,yes,0,2022-06-21,0
307,307,https://www.yad2.co.il/item/t65fptld,מזנון / ויטרינה,"1,250 ₪",משומש,no,5,2022-06-21,0
308,308,https://www.yad2.co.il/item/1bm7ome4,ארונות,"3,800 ₪",משומש,yes,2,2022-06-21,0
309,309,https://www.yad2.co.il/item/711768,מזנון / ויטרינה,"1,350 ₪",חדש באריזה,yes,4,2022-06-21,0
310,310,https://www.yad2.co.il/item/zo9xp98a,סלון,"2,000 ₪",משומש,yes,0,2022-06-21,0
311,311,https://www.yad2.co.il/item/90enjh1x,ענתיקות,"1,000 ₪",משומש,yes,2,2022-06-21,0
312,312,https://www.yad2.co.il/item/bxhv9x3x,פינת אוכל,800 ₪,כמו חדש,yes,4,2022-06-21,0
313,313,https://www.yad2.co.il/item/5owpxnel,ריהוט לחדרי ילדים,לא צוין מחיר,משומש,yes,0,2022-06-21,0
314,314,https://www.yad2.co.il/item/zkug6zzg,ארונות,לא צוין מחיר,כמו חדש,yes,2,2022-06-21,0
315,315,https://www.yad2.co.il/item/rc0gouun,פינת אוכל,לא צוין מחיר,כמו חדש,yes,3,2022-06-21,1
316,316,https://www.yad2.co.il/item/e9po9jmo,ריהוט לחדרי ילדים,650 ₪,כמו חדש,yes,9,2022-06-21,0
317,317,https://www.yad2.co.il/item/adxm94uv,ריהוט לחדרי ילדים,"1,200 ₪",כמו חדש,yes,7,2022-06-21,0
318,318,https://www.yad2.co.il/item/z58h577j,ענתיקות,500 ₪,כמו חדש,yes,2,2022-06-21,1
319,319,https://www.yad2.co.il/item/42ub7qds,פינת אוכל,"2,500 ₪",חדש באריזה,yes,5,2022-06-21,0
320,320,https://www.yad2.co.il/item/0h6quvjp,תכולת דירה,"7,000 ₪",משומש,yes,0,2022-06-21,0
321,321,https://www.yad2.co.il/item/n52f98v6,מיטות,"1,200 ₪",כמו חדש,yes,3,2022-06-21,0
322,322,https://www.yad2.co.il/item/w0zrsnmp,ריהוט לחדרי ילדים,650 ₪,כמו חדש,yes,3,2022-06-21,0
323,323,https://www.yad2.co.il/item/q13whgc1,פינת אוכל,600 ₪,משומש,yes,5,2022-06-21,0
324,324,https://www.yad2.co.il/item/544x504f,שידות,"1,200 ₪",כמו חדש,yes,0,2022-06-21,0
325,325,https://www.yad2.co.il/item/fngcon7u,שטיחים,"2,200 ₪",כמו חדש,yes,2,2022-06-21,0
326,326,https://www.yad2.co.il/item/04uh6wh2,מיטות,"1,250 ₪",כמו חדש,yes,4,2022-06-21,0
327,327,https://www.yad2.co.il/item/htgi2clo,שולחנות,"15,000 ₪",כמו חדש,yes,6,2022-06-21,0
328,328,https://www.yad2.co.il/item/364910,פינת אוכל,"3,990 ₪",חדש באריזה,yes,4,2022-06-21,0
329,329,https://www.yad2.co.il/item/42ub7qds,פינת אוכל,"2,500 ₪",חדש באריזה,yes,5,2022-06-21,0
330,330,https://www.yad2.co.il/item/0h6quvjp,תכולת דירה,"7,000 ₪",משומש,yes,0,2022-06-21,0
331,331,https://www.yad2.co.il/item/64b7d8jd,פינת אוכל,"2,500 ₪",משומש,yes,2,2022-06-21,0
332,332,https://www.yad2.co.il/item/klayn41b,פינת אוכל,"9,900 ₪",כמו חדש,yes,3,2022-06-21,0
333,333,https://www.yad2.co.il/item/8m5kfv75,שולחנות,"2,100 ₪",כמו חדש,yes,8,2022-06-21,0
334,334,https://www.yad2.co.il/item/f1x45cn5,מיטות,"1,500 ₪",כמו חדש,yes,3,2022-06-21,0
335,335,https://www.yad2.co.il/item/dy0k5afr,פינת אוכל,"1,800 ₪",כמו חדש,yes,2,2022-06-21,0
336,336,https://www.yad2.co.il/item/do8mlv6l,ארונות,300 ₪,משומש,yes,8,2022-06-21,0
337,337,https://www.yad2.co.il/item/7stbipjq,פינת אוכל,"1,650 ₪",משומש,yes,3,2022-06-21,0
338,338,https://www.yad2.co.il/item/ncsrnvne,ספות,"2,500 ₪",משומש,yes,8,2022-06-21,0
339,339,https://www.yad2.co.il/item/cnb5uuyl,ספות,950 ₪,משומש,yes,6,2022-06-21,1
340,340,https://www.yad2.co.il/item/es873cdj,פינת אוכל,"2,000 ₪",משומש,yes,4,2022-06-21,0
341,341,https://www.yad2.co.il/item/m1gux5wj,ריהוט לחדרי ילדים,"1,500 ₪",כמו חדש,yes,3,2022-06-21,0
342,342,https://www.yad2.co.il/item/tc9vfexp,ספות,"3,000 ₪",חדש באריזה,yes,0,2022-06-21,0
343,343,https://www.yad2.co.il/item/s2hph6wn,ריהוט לחדרי ילדים,300 ₪,כמו חדש,yes,2,2022-06-21,0
344,344,https://www.yad2.co.il/item/94kax935,מזרנים,950 ₪,כמו חדש,yes,2,2022-06-21,0
345,345,https://www.yad2.co.il/item/7hp1xibh,ריהוט לחדרי ילדים,800 ₪,כמו חדש,yes,2,2022-06-21,0
346,346,https://www.yad2.co.il/item/ur23ndgr,מיטות,600 ₪,כמו חדש,yes,3,2022-06-21,0
347,347,https://www.yad2.co.il/item/364910,פינת אוכל,"3,990 ₪",חדש באריזה,yes,4,2022-06-21,0
348,348,https://www.yad2.co.il/item/611500,מדפים,31 ₪,חדש באריזה,yes,4,2022-06-21,0
349,349,https://www.yad2.co.il/item/599549,סלון,"2,500 ₪",חדש באריזה,yes,5,2022-06-21,0
350,350,https://www.yad2.co.il/item/q6mbp1gi,ספות,"1,900 ₪",כמו חדש,yes,3,2022-06-21,0
351,351,https://www.yad2.co.il/item/v8eo7cpl,ריהוט לחדרי ילדים,"1,100 ₪",כמו חדש,yes,0,2022-06-21,0
352,352,https://www.yad2.co.il/item/5htzlpz7,פינת אוכל,"1,000 ₪",כמו חדש,yes,0,2022-06-21,0
353,353,https://www.yad2.co.il/item/482bcrk9,ריהוט לחדרי ילדים,"1,700 ₪",משומש,yes,3,2022-06-21,0
354,354,https://www.yad2.co.il/item/6bl25xei,פינת אוכל,"3,500 ₪",כמו חדש,no,0,2022-06-21,0
355,355,https://www.yad2.co.il/item/fggfevhe,מיטות,"2,500 ₪",משומש,yes,7,2022-06-21,0
356,356,https://www.yad2.co.il/item/vctqtwf7,ספות,"3,000 ₪",משומש,yes,0,2022-06-21,0
357,357,https://www.yad2.co.il/item/bdzxy7rh,בר,600 ₪,כמו חדש,yes,3,2022-06-21,0
358,358,https://www.yad2.co.il/item/xnq0uk6q,חדרי שינה,"7,000 ₪",כמו חדש,yes,6,2022-06-21,0
359,359,https://www.yad2.co.il/item/gh9enrx9,מזרנים,"1,000 ₪",כמו חדש,yes,2,2022-06-21,0
360,360,https://www.yad2.co.il/item/fyrfxkig,שולחנות,700 ₪,משומש,yes,0,2022-06-21,0
361,361,https://www.yad2.co.il/item/su1lzonx,מיטות,"2,000 ₪",כמו חדש,yes,3,2022-06-21,0
362,362,https://www.yad2.co.il/item/bnfms3hw,פינת אוכל,"2,100 ₪",כמו חדש,yes,4,2022-06-21,0
363,363,https://www.yad2.co.il/item/gw41yvrm,מיטות,"2,400 ₪",כמו חדש,yes,7,2022-06-21,0
364,364,https://www.yad2.co.il/item/qukhp2np,ספות,"1,480 ₪",כמו חדש,yes,5,2022-06-21,0
365,365,https://www.yad2.co.il/item/1d7h0n3l,תכולת דירה,לא צוין מחיר,משומש,yes,10,2022-06-21,0
366,366,https://www.yad2.co.il/item/tsmjhifb,שולחנות,300 ₪,משומש,yes,0,2022-06-21,0
367,367,https://www.yad2.co.il/item/79x1cs8t,ריהוט לחדרי ילדים,"1,900 ₪",כמו חדש,yes,6,2022-06-21,0
368,368,https://www.yad2.co.il/item/611500,מדפים,31 ₪,חדש באריזה,yes,4,2022-06-21,0
369,369,https://www.yad2.co.il/item/599549,סלון,"2,500 ₪",חדש באריזה,yes,5,2022-06-21,0
370,370,https://www.yad2.co.il/item/q6mbp1gi,ספות,"1,900 ₪",כמו חדש,yes,3,2022-06-21,0
371,371,https://www.yad2.co.il/item/wmteo4x5,ספות,"2,400 ₪",כמו חדש,yes,3,2022-06-21,0
372,372,https://www.yad2.co.il/item/ucbr3yxg,ספות,"1,500 ₪",משומש,yes,5,2022-06-21,0
373,373,https://www.yad2.co.il/item/2k4w1i3m,ענתיקות,"2,500 ₪",משומש,no,0,2022-06-21,0
374,374,https://www.yad2.co.il/item/gy7ryj1g,ספות,"9,900 ₪",כמו חדש,yes,5,2022-06-21,0
375,375,https://www.yad2.co.il/item/48o9gs9l,פינת אוכל,"1,500 ₪",משומש,yes,2,2022-06-21,0
376,376,https://www.yad2.co.il/item/aihnnqyi,מזנון / ויטרינה,"10,000 ₪",משומש,yes,5,2022-06-21,0
377,377,https://www.yad2.co.il/item/qh9izsge,מטבח,"5,500 ₪",כמו חדש,yes,6,2022-06-21,0
378,378,https://www.yad2.co.il/item/52cma85k,שידות,"1,500 ₪",כמו חדש,yes,0,2022-06-21,0
379,379,https://www.yad2.co.il/item/eqkg8azx,מזנון / ויטרינה,לא צוין מחיר,משומש,yes,4,2022-06-21,0
380,380,https://www.yad2.co.il/item/z3f5ze9i,מיטות,600 ₪,כמו חדש,yes,4,2022-06-21,1
381,381,https://www.yad2.co.il/item/zshjzgcn,מיטות,"2,000 ₪",משומש,yes,8,2022-06-21,0
382,382,https://www.yad2.co.il/item/su1lzonx,מיטות,"2,000 ₪",כמו חדש,yes,3,2022-06-21,0
383,383,https://www.yad2.co.il/item/etgz0gnk,ספות,"3,800 ₪",כמו חדש,yes,6,2022-06-21,0
384,384,https://www.yad2.co.il/item/tml3vaqv,סלון,1 ₪,כמו חדש,yes,3,2022-06-21,0
385,385,https://www.yad2.co.il/item/4dzx001e,פינת אוכל,900 ₪,משומש,yes,5,2022-06-21,0
386,386,https://www.yad2.co.il/item/gxgsm7t0,שולחנות,"2,500 ₪",כמו חדש,yes,2,2022-06-21,0
387,387,https://www.yad2.co.il/item/l79zrp7z,מיטות,500 ₪,משומש,yes,4,2022-06-21,1
388,388,https://www.yad2.co.il/item/599549,סלון,"2,500 ₪",חדש באריזה,yes,5,2022-06-21,0
389,389,https://www.yad2.co.il/item/ii4aa9jo,חדרי שינה,"3,000 ₪",כמו חדש,yes,3,2022-06-21,0
390,390,https://www.yad2.co.il/item/p6ujln4l,ריהוט לחדרי ילדים,950 ₪,משומש,yes,0,2022-06-21,0
391,391,https://www.yad2.co.il/item/30cmzvlh,ספות,"1,500 ₪",לא רלוונטי,yes,0,2022-06-21,0
