,Link,Type,Price,Condition,Is description,Picture count,Upload Date,Is Sold Day #1,Is Sold Day #2,Is Sold Day #3,Is Sold Day #4,Is Sold Day #5
0,https://www.yad2.co.il/item/qnc6uqsr,דלתות,"3,000 ₪",חדש באריזה,yes,4,2022-06-21,0,0,0,0,1
1,https://www.yad2.co.il/item/dode0qo2,ריהוט לחדרי ילדים,700 ₪,כמו חדש,yes,2,2022-06-21,0,0,0,0,0
2,https://www.yad2.co.il/item/02u6z3ky,מזנון / ויטרינה,700 ₪,כמו חדש,yes,2,2022-06-21,0,0,0,0,0
3,https://www.yad2.co.il/item/25me9z8c,מיטות,"1,200 ₪",כמו חדש,yes,3,2022-06-21,0,0,0,0,0
4,https://www.yad2.co.il/item/6j58dxay,ספות,"2,500 ₪",משומש,yes,10,2022-06-21,0,0,0,0,0
5,https://www.yad2.co.il/item/6qetko5x,מיטות,800 ₪,משומש,yes,6,2022-06-21,0,0,0,0,0
6,https://www.yad2.co.il/item/39amk1yt,מיטות,"1,500 ₪",משומש,yes,2,2022-06-21,0,0,0,0,0
7,https://www.yad2.co.il/item/dcq6ww20,כסאות,150 ₪,כמו חדש,yes,2,2022-06-21,0,0,0,0,0
8,https://www.yad2.co.il/item/j0gk5s1r,ספות,"5,000 ₪",כמו חדש,yes,3,2022-06-21,0,0,0,0,0
9,https://www.yad2.co.il/item/lqyd9npt,ספות,"2,500 ₪",כמו חדש,yes,0,2022-06-21,0,0,0,0,0
10,https://www.yad2.co.il/item/gowg1i13,סלון,"3,500 ₪",כמו חדש,yes,0,2022-06-21,0,0,0,0,0
11,https://www.yad2.co.il/item/4en25e8s,מיטות,"2,500 ₪",משומש,yes,0,2022-06-21,0,0,0,0,0
12,https://www.yad2.co.il/item/qu066a2w,סלון,"5,000 ₪",כמו חדש,yes,6,2022-06-21,0,0,0,0,0
13,https://www.yad2.co.il/item/xs4v71qj,ספות,"1,100 ₪",כמו חדש,yes,8,2022-06-21,0,0,0,1,1
14,https://www.yad2.co.il/item/66m7nojc,מדפים,900 ₪,לא רלוונטי,yes,4,2022-06-21,0,0,0,0,0
15,https://www.yad2.co.il/item/nqtpq4u5,מזנון / ויטרינה,"1,300 ₪",כמו חדש,yes,2,2022-06-21,0,0,0,0,0
16,https://www.yad2.co.il/item/xu4b35ul,סלון,"3,000 ₪",כמו חדש,yes,0,2022-06-21,0,0,0,0,0
17,https://www.yad2.co.il/item/328333,דלתות,"1,000 ₪",כמו חדש,yes,0,2022-06-21,0,0,0,0,0
18,https://www.yad2.co.il/item/66m7nojc,מדפים,900 ₪,לא רלוונטי,yes,4,2022-06-21,0,0,0,0,0
19,https://www.yad2.co.il/item/nqtpq4u5,מזנון / ויטרינה,"1,300 ₪",כמו חדש,yes,2,2022-06-21,0,0,0,0,0
20,https://www.yad2.co.il/item/xu4b35ul,סלון,"3,000 ₪",כמו חדש,yes,0,2022-06-21,0,0,0,0,0
21,https://www.yad2.co.il/item/60awwb08,ספות,"2,900 ₪",חדש באריזה,yes,4,2022-06-21,0,0,0,0,0
22,https://www.yad2.co.il/item/1cdejhey,ספות,900 ₪,כמו חדש,yes,3,2022-06-21,0,0,0,0,0
23,https://www.yad2.co.il/item/bwjwlgq5,ריהוט לחדרי ילדים,750 ₪,משומש,yes,9,2022-06-21,1,1,1,1,1
24,https://www.yad2.co.il/item/6iaur682,פינת אוכל,"5,900 ₪",כמו חדש,yes,2,2022-06-21,0,0,0,0,0
25,https://www.yad2.co.il/item/ujzm7b84,מיטות,400 ₪,משומש,yes,4,2022-06-21,1,1,1,1,1
26,https://www.yad2.co.il/item/b3m8r33l,מיטות,"3,000 ₪",כמו חדש,yes,6,2022-06-21,0,0,0,0,0
27,https://www.yad2.co.il/item/6zaxj99t,פינת אוכל,"4,200 ₪",כמו חדש,yes,0,2022-06-21,0,0,0,0,0
28,https://www.yad2.co.il/item/vuwj6obp,פינת אוכל,600 ₪,משומש,yes,0,2022-06-21,0,0,0,0,0
29,https://www.yad2.co.il/item/r9lmejpd,פינת אוכל,"4,000 ₪",כמו חדש,yes,10,2022-06-21,1,1,1,1,1
30,https://www.yad2.co.il/item/dzoobibu,ספריה,600 ₪,כמו חדש,yes,2,2022-06-21,0,0,0,0,0
31,https://www.yad2.co.il/item/zmi7m52r,מזנון / ויטרינה,250 ₪,משומש,yes,2,2022-06-21,0,0,0,0,0
32,https://www.yad2.co.il/item/uwochvwr,פינת אוכל,"3,000 ₪",משומש,yes,4,2022-06-21,0,0,0,0,0
33,https://www.yad2.co.il/item/ahy0ddq0,כורסאות טלויזיה,"1,350 ₪",כמו חדש,yes,3,2022-06-21,0,0,1,1,1
34,https://www.yad2.co.il/item/6048fgyl,ספות,"1,500 ₪",כמו חדש,yes,2,2022-06-21,0,0,0,0,0
35,https://www.yad2.co.il/item/pxliky1u,מזנון / ויטרינה,"1,100 ₪",כמו חדש,yes,0,2022-06-21,0,0,0,0,0
36,https://www.yad2.co.il/item/y50uqbpt,ספות,900 ₪,משומש,yes,0,2022-06-21,0,0,0,0,0
37,https://www.yad2.co.il/item/vv3ae2oj,חדרי שינה,"1,500 ₪",משומש,yes,0,2022-06-21,0,0,0,1,1
38,https://www.yad2.co.il/item/65vkkxib,ארונות,"1,500 ₪",כמו חדש,yes,2,2022-06-21,0,0,0,1,1
39,https://www.yad2.co.il/item/dixakg,מדפים,175 ₪,משומש,yes,5,2022-06-21,0,0,0,0,0
40,https://www.yad2.co.il/item/no922gq6,ספות,800 ₪,משומש,yes,6,2022-06-21,0,0,1,1,1
41,https://www.yad2.co.il/item/xbhsvo1t,כורסאות,"4,000 ₪",כמו חדש,yes,4,2022-06-21,0,0,0,0,0
42,https://www.yad2.co.il/item/7yn6mp8x,פינת אוכל,"1,800 ₪",כמו חדש,yes,9,2022-06-21,0,0,0,0,0
43,https://www.yad2.co.il/item/j0cmlrji,שולחנות,"1,500 ₪",כמו חדש,yes,5,2022-06-21,0,0,0,0,0
44,https://www.yad2.co.il/item/9q6s7dbl,סלון,"4,000 ₪",כמו חדש,yes,2,2022-06-21,0,0,0,0,0
45,https://www.yad2.co.il/item/myh34jnb,שטיחים,300 ₪,כמו חדש,yes,0,2022-06-21,0,0,0,0,0
46,https://www.yad2.co.il/item/cauym3fy,מיטות,"4,000 ₪",כמו חדש,yes,8,2022-06-21,0,0,0,0,0
47,https://www.yad2.co.il/item/0iwsb6jo,שולחנות,"2,500 ₪",כמו חדש,yes,2,2022-06-21,0,0,0,0,0
48,https://www.yad2.co.il/item/m8mo0src,מזנון / ויטרינה,850 ₪,כמו חדש,yes,5,2022-06-21,0,0,0,0,0
49,https://www.yad2.co.il/item/4j0bvfo7,מזנון / ויטרינה,"1,000 ₪",משומש,yes,3,2022-06-21,0,0,0,0,0
50,https://www.yad2.co.il/item/vkt9828m,שטיחים,300 ₪,כמו חדש,yes,2,2022-06-21,0,0,0,0,0
51,https://www.yad2.co.il/item/kljvs51y,ספות,"1,650 ₪",כמו חדש,yes,3,2022-06-21,0,0,0,0,0
52,https://www.yad2.co.il/item/k2ud0p2v,סלון,"1,500 ₪",כמו חדש,yes,5,2022-06-21,0,0,0,0,0
53,https://www.yad2.co.il/item/7ck6nuiw,פינת אוכל,"1,500 ₪",כמו חדש,yes,2,2022-06-21,0,0,0,0,0
54,https://www.yad2.co.il/item/666857,מטבח,"2,500 ₪",חדש באריזה,yes,4,2022-06-21,0,0,0,0,0
55,https://www.yad2.co.il/item/np20u9d0,שולחנות,990 ₪,כמו חדש,yes,0,2022-06-21,1,1,1,1,1
56,https://www.yad2.co.il/item/xhkd7g9h,ספות,"1,000 ₪",משומש,yes,3,2022-06-21,0,0,0,0,0
57,https://www.yad2.co.il/item/gsoz8qmm,שולחן מחשב,950 ₪,כמו חדש,yes,5,2022-06-21,0,0,0,0,0
58,https://www.yad2.co.il/item/bszs96xw,חדרי שינה,"1,750 ₪",כמו חדש,yes,4,2022-06-21,0,0,0,0,0
59,https://www.yad2.co.il/item/b67zucs9,מיטות,"2,000 ₪",משומש,yes,5,2022-06-21,0,0,0,0,0
60,https://www.yad2.co.il/item/vuosxfuz,שטיחים,"2,700 ₪",כמו חדש,yes,2,2022-06-21,0,0,0,0,0
61,https://www.yad2.co.il/item/96nerwqy,פינת אוכל,"1,800 ₪",כמו חדש,yes,4,2022-06-21,0,0,0,0,0
62,https://www.yad2.co.il/item/g43ucwkz,מיטות,"2,100 ₪",כמו חדש,yes,4,2022-06-21,0,0,0,0,0
63,https://www.yad2.co.il/item/ejkdjshg,כורסאות,"2,000 ₪",כמו חדש,yes,0,2022-06-21,0,0,0,0,0
64,https://www.yad2.co.il/item/rkiout6b,ארונות,"1,000 ₪",כמו חדש,yes,5,2022-06-21,0,0,0,0,0
65,https://www.yad2.co.il/item/c2ui9dol,ספריה,"1,850 ₪",כמו חדש,yes,0,2022-06-21,0,0,1,1,1
66,https://www.yad2.co.il/item/k293pwt7,סלון,"2,799 ₪",כמו חדש,yes,3,2022-06-21,0,0,0,0,0
67,https://www.yad2.co.il/item/9j1g99kq,מזנון / ויטרינה,"3,000 ₪",כמו חדש,yes,8,2022-06-21,0,0,0,0,0
68,https://www.yad2.co.il/item/f50elts8,ספות,"2,000 ₪",משומש,yes,0,2022-06-21,0,0,0,0,0
69,https://www.yad2.co.il/item/4ow7bvrz,ספות,"3,200 ₪",כמו חדש,yes,8,2022-06-21,0,0,0,0,0
70,https://www.yad2.co.il/item/59t3k2bu,סלון,"12,000 ₪",כמו חדש,yes,5,2022-06-21,0,0,0,0,0
71,https://www.yad2.co.il/item/1k06zheu,מזנון / ויטרינה,"1,400 ₪",כמו חדש,yes,2,2022-06-21,0,0,0,0,0
72,https://www.yad2.co.il/item/ex7gqed8,כורסאות,"1,700 ₪",כמו חדש,yes,2,2022-06-21,0,0,0,0,0
73,https://www.yad2.co.il/item/311514,פינת אוכל,"3,990 ₪",חדש באריזה,yes,5,2022-06-21,0,0,0,0,0
74,https://www.yad2.co.il/item/ehab3ndy,פינת אוכל,"6,000 ₪",כמו חדש,yes,2,2022-06-21,0,0,0,0,0
75,https://www.yad2.co.il/item/dyord9sh,סלון,"3,200 ₪",כמו חדש,yes,4,2022-06-21,0,0,1,1,1
76,https://www.yad2.co.il/item/dtd713wi,ארונות,"1,800 ₪",כמו חדש,yes,5,2022-06-21,0,0,0,0,0
77,https://www.yad2.co.il/item/snex5iwt,פינת אוכל,"1,680 ₪",משומש,yes,5,2022-06-21,0,0,0,0,0
78,https://www.yad2.co.il/item/87gepk0v,פינת אוכל,"2,000 ₪",משומש,yes,5,2022-06-21,0,0,0,0,0
79,https://www.yad2.co.il/item/4ekrlbje,שולחנות,"9,000 ₪",משומש,yes,0,2022-06-21,0,0,0,0,0
80,https://www.yad2.co.il/item/tv4qcw0k,ספות,890 ₪,כמו חדש,yes,3,2022-06-21,0,0,1,1,1
81,https://www.yad2.co.il/item/kx6xioct,מטבח,"2,600 ₪",כמו חדש,yes,3,2022-06-21,0,1,1,1,1
82,https://www.yad2.co.il/item/b5wbhxhn,מטבח,"3,500 ₪",חדש באריזה,yes,6,2022-06-21,0,0,0,0,0
83,https://www.yad2.co.il/item/w6qx5p9k,ענתיקות,650 ₪,כמו חדש,yes,6,2022-06-21,0,0,0,0,0
84,https://www.yad2.co.il/item/01qey2jc,ספות,"3,000 ₪",כמו חדש,yes,5,2022-06-21,0,0,0,0,0
85,https://www.yad2.co.il/item/v4nhf0h6,ספות,450 ₪,משומש,yes,4,2022-06-21,0,0,0,0,0
86,https://www.yad2.co.il/item/qg8f0f57,מיטות,"4,000 ₪",כמו חדש,yes,6,2022-06-21,0,0,0,0,0
87,https://www.yad2.co.il/item/oxlokf6j,שולחנות,"5,800 ₪",כמו חדש,yes,2,2022-06-21,0,0,0,0,0
88,https://www.yad2.co.il/item/6m0536bn,שולחנות,800 ₪,כמו חדש,yes,2,2022-06-21,0,0,0,0,0
89,https://www.yad2.co.il/item/vlm62m8u,ריהוט לחדרי ילדים,900 ₪,כמו חדש,yes,0,2022-06-21,0,0,0,0,0
90,https://www.yad2.co.il/item/qigz4139,מיטות,לא צוין מחיר,כמו חדש,yes,10,2022-06-21,0,0,0,0,0
91,https://www.yad2.co.il/item/o8o97jqz,חדרי שינה,"2,000 ₪",כמו חדש,yes,4,2022-06-21,1,1,1,1,1
92,https://www.yad2.co.il/item/ehab3ndy,פינת אוכל,"6,000 ₪",כמו חדש,yes,2,2022-06-21,0,0,0,0,0
93,https://www.yad2.co.il/item/2xue1aqx,מיטות,300 ₪,כמו חדש,yes,2,2022-06-21,0,0,0,0,0
94,https://www.yad2.co.il/item/d7j7et02,סלון,לא צוין מחיר,כמו חדש,yes,8,2022-06-21,0,0,0,0,0
95,https://www.yad2.co.il/item/nst3df3w,מזנון / ויטרינה,"2,500 ₪",כמו חדש,yes,2,2022-06-21,0,0,0,0,0
96,https://www.yad2.co.il/item/1226s9mg,כורסאות ומושבי עיסוי,"4,550 ₪",כמו חדש,yes,4,2022-06-21,0,0,0,0,0
97,https://www.yad2.co.il/item/rlioxumf,שולחנות,450 ₪,כמו חדש,yes,2,2022-06-21,0,0,0,0,0
98,https://www.yad2.co.il/item/e95ayjps,שולחנות,"5,000 ₪",כמו חדש,yes,3,2022-06-21,0,0,0,0,0
99,https://www.yad2.co.il/item/knqkl4v7,פינת אוכל,"2,000 ₪",כמו חדש,yes,6,2022-06-21,0,0,0,0,0
100,https://www.yad2.co.il/item/6jam2slv,תכולת דירה,לא צוין מחיר,משומש,yes,8,2022-06-21,0,0,0,0,0
101,https://www.yad2.co.il/item/1q0uu9tz,חדרי שינה,"6,700 ₪",כמו חדש,yes,5,2022-06-21,0,0,0,0,0
102,https://www.yad2.co.il/item/00s2e2p3,ריהוט משרדי,לא צוין מחיר,כמו חדש,yes,10,2022-06-21,0,1,1,1,1
103,https://www.yad2.co.il/item/ixjhg9z9,מיטות,"1,500 ₪",כמו חדש,yes,4,2022-06-21,0,0,0,0,1
104,https://www.yad2.co.il/item/f36akf50,מיטות,950 ₪,כמו חדש,yes,3,2022-06-21,0,0,0,0,0
105,https://www.yad2.co.il/item/7tlamcbx,מיטות,300 ₪,משומש,yes,2,2022-06-21,0,1,1,1,1
106,https://www.yad2.co.il/item/mo1t70q0,שולחנות,450 ₪,משומש,yes,2,2022-06-21,0,0,0,0,0
107,https://www.yad2.co.il/item/3eeq2u17,מיטות,500 ₪,כמו חדש,yes,0,2022-06-21,0,0,0,0,0
108,https://www.yad2.co.il/item/kgcvvnr2,ארונות,"1,200 ₪",כמו חדש,yes,0,2022-06-21,0,0,0,0,0
109,https://www.yad2.co.il/item/p691nwc2,שולחנות,"1,800 ₪",משומש,yes,4,2022-06-21,0,0,0,0,0
110,https://www.yad2.co.il/item/hqjpkcr5,ענתיקות,"2,500 ₪",משומש,yes,6,2022-06-21,0,0,0,0,0
111,https://www.yad2.co.il/item/9hydwohu,מטבח,"8,000 ₪",משומש,yes,2,2022-06-21,0,0,0,0,0
112,https://www.yad2.co.il/item/ta5m5p1s,סלון,"2,300 ₪",משומש,yes,2,2022-06-21,0,0,0,0,0
113,https://www.yad2.co.il/item/upkm0zpe,ריהוט לחדרי ילדים,"1,500 ₪",כמו חדש,yes,3,2022-06-21,0,0,0,0,0
114,https://www.yad2.co.il/item/i17fnk70,ריהוט לחדרי ילדים,"1,300 ₪",כמו חדש,yes,0,2022-06-21,0,0,0,0,0
115,https://www.yad2.co.il/item/uc92xwq6,ארונות,400 ₪,כמו חדש,yes,0,2022-06-21,0,0,0,0,0
116,https://www.yad2.co.il/item/qbq1uoq6,ענתיקות,לא צוין מחיר,משומש,yes,5,2022-06-21,0,0,0,0,0
117,https://www.yad2.co.il/item/t8uad9i1,ארונות,"1,300 ₪",כמו חדש,yes,5,2022-06-21,0,0,0,0,0
118,https://www.yad2.co.il/item/83zt407l,מיטות,"4,000 ₪",חדש באריזה,yes,8,2022-06-21,0,0,0,0,1
119,https://www.yad2.co.il/item/s0jbx09n,שידות,100 ₪,כמו חדש,yes,5,2022-06-21,0,0,0,0,0
120,https://www.yad2.co.il/item/6pc79hwd,מזנון / ויטרינה,300 ₪,כמו חדש,yes,5,2022-06-21,0,0,0,0,0
121,https://www.yad2.co.il/item/2mi039jo,תכולת דירה,"1,500 ₪",משומש,yes,10,2022-06-21,0,0,0,0,0
122,https://www.yad2.co.il/item/bg9lxf0v,ספות,"2,500 ₪",כמו חדש,yes,4,2022-06-21,0,0,0,0,0
123,https://www.yad2.co.il/item/y5lwz75s,פינת אוכל,"7,000 ₪",כמו חדש,yes,4,2022-06-21,0,0,0,0,0
124,https://www.yad2.co.il/item/316c14lt,ענתיקות,"2,400 ₪",משומש,yes,0,2022-06-21,0,0,0,0,0
125,https://www.yad2.co.il/item/thclkr75,ענתיקות,לא צוין מחיר,משומש,yes,5,2022-06-21,0,0,0,0,0
126,https://www.yad2.co.il/item/21k6vrtr,דלתות,300 ₪,משומש,yes,2,2022-06-21,0,0,0,0,1
127,https://www.yad2.co.il/item/nghjsglm,מזנון / ויטרינה,"1,000 ₪",כמו חדש,yes,7,2022-06-21,0,0,0,0,0
128,https://www.yad2.co.il/item/475565,כורסאות,500 ₪,חדש באריזה,yes,4,2022-06-21,0,0,0,0,0
129,https://www.yad2.co.il/item/367002,מיטות,"2,380 ₪",חדש באריזה,yes,3,2022-06-21,0,0,0,0,0
130,https://www.yad2.co.il/item/7i83sq60,ארונות,לא צוין מחיר,כמו חדש,yes,8,2022-06-21,0,0,0,0,0
131,https://www.yad2.co.il/item/01m167ig,ספות,"2,200 ₪",כמו חדש,yes,4,2022-06-21,0,0,0,0,0
132,https://www.yad2.co.il/item/epb8me6h,ענתיקות,"10,000 ₪",כמו חדש,yes,0,2022-06-21,0,0,0,0,0
133,https://www.yad2.co.il/item/n3y8stn2,ארונות,1 ₪,כמו חדש,yes,4,2022-06-21,0,0,0,0,0
134,https://www.yad2.co.il/item/b68wzlhv,כורסאות,"1,000 ₪",כמו חדש,yes,2,2022-06-21,0,0,0,0,0
135,https://www.yad2.co.il/item/vu5720eb,מיטות,"3,000 ₪",משומש,yes,4,2022-06-21,0,0,0,0,0
136,https://www.yad2.co.il/item/5xqxzhsa,סלון,500 ₪,כמו חדש,yes,10,2022-06-21,0,0,0,0,0
137,https://www.yad2.co.il/item/kuwtclmg,ספות,900 ₪,כמו חדש,yes,2,2022-06-21,0,0,0,0,0
138,https://www.yad2.co.il/item/qahalw86,כסאות,"2,000 ₪",כמו חדש,yes,5,2022-06-21,0,0,0,0,0
139,https://www.yad2.co.il/item/5rei91yl,ריהוט משרדי,"1,800 ₪",כמו חדש,yes,2,2022-06-21,0,0,0,0,1
140,https://www.yad2.co.il/item/nh37xui7,מיטות,"1,000 ₪",משומש,yes,2,2022-06-21,0,0,1,1,1
141,https://www.yad2.co.il/item/f12785s3,ספריה,500 ₪,משומש,yes,3,2022-06-21,0,0,0,0,0
142,https://www.yad2.co.il/item/l478m6ki,ספות,"10,000 ₪",כמו חדש,yes,4,2022-06-21,1,1,1,1,1
143,https://www.yad2.co.il/item/df58o10s,שולחנות,"7,500 ₪",כמו חדש,yes,3,2022-06-21,0,0,0,0,0
144,https://www.yad2.co.il/item/0esj2vzw,ארונות,150 ₪,כמו חדש,yes,0,2022-06-21,0,0,0,0,0
145,https://www.yad2.co.il/item/ylts2xxc,ענתיקות,"9,000 ₪",כמו חדש,yes,6,2022-06-21,0,0,0,0,0
146,https://www.yad2.co.il/item/y2gnh6r5,ספות,"2,500 ₪",כמו חדש,yes,2,2022-06-21,0,0,0,0,0
147,https://www.yad2.co.il/item/pdcxcy2f,חדרי שינה,"4,000 ₪",כמו חדש,yes,7,2022-06-21,0,0,0,0,0
148,https://www.yad2.co.il/item/605356,פינת אוכל,"4,300 ₪",חדש באריזה,yes,4,2022-06-21,0,0,0,0,0
149,https://www.yad2.co.il/item/521078,דלתות,"1,000 ₪",כמו חדש,yes,0,2022-06-21,0,0,0,0,0
150,https://www.yad2.co.il/item/504622,סלון,"2,990 ₪",חדש באריזה,yes,5,2022-06-21,0,0,0,0,0
151,https://www.yad2.co.il/item/pdcxcy2f,חדרי שינה,"4,000 ₪",כמו חדש,yes,7,2022-06-21,0,0,0,0,0
152,https://www.yad2.co.il/item/jbfre65b,שידות,"5,000 ₪",כמו חדש,yes,4,2022-06-21,0,0,0,0,0
153,https://www.yad2.co.il/item/iybs93m2,ספות,"2,800 ₪",כמו חדש,yes,4,2022-06-21,1,1,1,1,1
154,https://www.yad2.co.il/item/u2cpudq3,ריהוט משרדי,"1,200 ₪",משומש,yes,5,2022-06-21,0,0,0,0,0
155,https://www.yad2.co.il/item/cb1wckc9,חדרי שינה,"15,500 ₪",משומש,yes,8,2022-06-21,0,0,0,0,0
156,https://www.yad2.co.il/item/e4bqnorj,פינת אוכל,"2,800 ₪",כמו חדש,yes,0,2022-06-21,0,0,0,0,0
157,https://www.yad2.co.il/item/l1x2n7jd,שטיחים,"5,000 ₪",כמו חדש,yes,4,2022-06-21,0,0,0,0,0
158,https://www.yad2.co.il/item/biydnp9e,מטבח,"2,800 ₪",כמו חדש,yes,2,2022-06-21,0,0,0,0,0
159,https://www.yad2.co.il/item/lyyhus68,סלון,"2,300 ₪",דרוש תיקון/שיפוץ,yes,2,2022-06-21,0,0,0,0,0
